PK,TimeStamp,Level,Parent,IsBusiness,Tag,Application,Message,Ticks,DataIn,DataInType,DataOut,DataOutType,TerminalID,TerminalIP,FKUser,ItemID,ItemType,FKExtern,
0,12-01-21 10:58:03,Log,0,True,"ws","","Sync in 25,793425 sec",0,"","","","","","","","","",-1,
0,12-01-21 10:58:04,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 10:58:32,Info,0,True,"","","SyncDataWithWeb(NC)",0,"","","","","","","","","",-1,
0,12-01-21 10:58:35,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 10:58:36,Log,0,True,"","","SyncDocuments - /Documents/List/12.01.2021 10:58/105 - dwnl 0 items in 0,139551 sec",0,"","","","","","","","","",-1,
0,12-01-21 10:58:37,Log,0,False,"","","Documents 12 
",0,"","","","","","","","","",-1,
0,12-01-21 11:00:33,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:01:07,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 11:01:30,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:01:32,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 11:03:34,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:03:36,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 11:04:10,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:04:12,Error,0,True,"","","SyncInterventions - /Interventions/ListInt/01.01.0001 00:00/105 - Unable to read data from the transport connection: Network subsystem is down. ",0,"","","","","","","","","",-1,
0,12-01-21 11:04:12,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 11:05:30,Log,0,True,"","","----------------------------------------",0,"","","","","","","","","",-1,
0,12-01-21 11:05:31,Log,0,True,"","","12-01-21 11:05:31",0,"","","","","","","","","",-1,
0,12-01-21 11:05:32,Log,0,True,"","","StoreCheck 1.1.0.64",0,"","","","","","","","","",-1,
0,12-01-21 11:05:32,Log,0,True,"","","Unitech - EA502 / Android 7.1.1 ",0,"","","","","","","","","",-1,
0,12-01-21 11:05:33,Log,0,True,"","","MainViewModel()",0,"","","","","","","","","",-1,
0,12-01-21 11:05:34,Log,0,True,"MEM","","7164712 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:05:35,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 11:05:36,Log,0,True,"","","App.OnStart()",0,"","","","","","","","","",-1,
0,12-01-21 11:05:38,Log,0,False,"","","Load Interventions ...",0,"","","","","","","","","",-1,
0,12-01-21 11:05:40,Log,0,False,"","","Load Documents ...",0,"","","","","","","","","",-1,
0,12-01-21 11:05:41,Log,0,False,"","","Load Stores ...",0,"","","","","","","","","",-1,
0,12-01-21 11:05:42,Log,0,False,"","","Load Articles ...",0,"","","","","","","","","",-1,
0,12-01-21 11:05:42,Log,0,False,"","","Load Families ...",0,"","","","","","","","","",-1,
0,12-01-21 11:05:43,Log,0,True,"MENU","","interventions",0,"","","","","","","","","",-1,
0,12-01-21 11:05:43,Log,0,True,"","","ctor StoreCheck.Pages.StoreListPage",0,"","","","","","","","","",-1,
0,12-01-21 11:05:44,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 11:05:52,Info,0,True,"","","SyncDataWithWeb(NC)",0,"","","","","","","","","",-1,
0,12-01-21 11:05:57,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 11:05:58,Log,0,True,"","","SyncDocuments - /Documents/List/12.01.2021 10:58/105 - dwnl 0 items in 0,208875 sec",0,"","","","","","","","","",-1,
0,12-01-21 11:05:58,Log,0,False,"","","Documents 12 
",0,"","","","","","","","","",-1,
0,12-01-21 11:06:11,Log,0,True,"","","SyncInterventions - /Interventions/ListInt/01.01.0001 00:00/105 - dwnl 103 items in 12,951998 sec",0,"","","","","","","","","",-1,
0,12-01-21 11:06:12,Log,0,False,"","","Interventions 103 
",0,"","","","","","","","","",-1,
0,12-01-21 11:06:13,Log,0,True,"","","SyncStores - /Store/List/01.01.0001 00:00 - dwnl 1652 items in 1,721325 sec",0,"","","","","","","","","",-1,
0,12-01-21 11:06:14,Log,0,False,"","","Stores 1652 
",0,"","","","","","","","","",-1,
0,12-01-21 11:06:15,Log,0,True,"","","SyncArticles - /Articles/List/01.01.0001 00:00 - dwnl 875 items in 0,980741 sec",0,"","","","","","","","","",-1,
0,12-01-21 11:06:15,Log,0,False,"","","Articles 875 
",0,"","","","","","","","","",-1,
0,12-01-21 11:06:16,Log,0,True,"","","SyncFamilies - /Familles/List/01.01.0001 00:00 - dwnl 230 items in 0,563217 sec",0,"","","","","","","","","",-1,
0,12-01-21 11:06:19,Log,0,True,"ws","","Save in 2,717724 sec",0,"","","","","","","","","",-1,
0,12-01-21 11:06:20,Log,0,False,"","","Families 230 
",0,"","","","","","","","","",-1,
0,12-01-21 11:06:20,Log,0,False,"","","Save local data ... 
",0,"","","","","","","","","",-1,
0,12-01-21 11:06:21,Log,0,True,"ws","","Sync in 28,575105 sec",0,"","","","","","","","","",-1,
0,12-01-21 11:06:21,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 11:06:49,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:08:40,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 11:08:46,Log,0,True,"DATA","","SelectedStore PK=1608 (Magasin_CE)",0,"","","","","","","","","",-1,
0,12-01-21 11:08:46,Log,0,True,"DATA","","SelectedIntervention PK=1336 (1336 Inconnu 1608)",0,"","","","","","","","","",-1,
0,12-01-21 11:08:47,Log,0,True,"","","ctor StoreCheck.Pages.StorePage",0,"","","","","","","","","",-1,
0,12-01-21 11:08:59,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:10:55,Log,0,True,"","","ctor _HomePage",0,"","","","","","","","","",-1,
0,12-01-21 11:10:56,Log,0,True,"","","App.OnStart()",0,"","","","","","","","","",-1,
0,12-01-21 11:10:58,Log,0,True,"MENU","","interventions",0,"","","","","","","","","",-1,
0,12-01-21 11:10:59,Log,0,True,"","","ctor StoreCheck.Pages.StoreListPage",0,"","","","","","","","","",-1,
0,12-01-21 11:11:22,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:28:03,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 11:28:09,Log,0,True,"DATA","","SelectedStore PK=1777 (Magasin_CE)",0,"","","","","","","","","",-1,
0,12-01-21 11:28:10,Log,0,True,"DATA","","SelectedIntervention PK=1504 (1504 Inconnu 1777)",0,"","","","","","","","","",-1,
0,12-01-21 11:28:10,Log,0,True,"","","ctor StoreCheck.Pages.StorePage",0,"","","","","","","","","",-1,
0,12-01-21 11:28:18,Log,0,True,"","","ctor ZPF.PhotosPage",0,"","","","","","","","","",-1,
0,12-01-21 11:28:19,Log,0,True,"","","ctor StoreCheck.Pages.InterventionPage",0,"","","","","","","","","",-1,
0,12-01-21 11:28:20,Log,0,True,"MEM","","49528976 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:28:21,Log,0,True,"MEM","","49338096 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:28:29,Log,0,True,"MENU Intervention","","arrived",0,"","","","","","","","","",-1,
0,12-01-21 11:28:35,Log,0,True,"MEM","","49757832 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:29:30,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:29:31,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 11:35:29,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 11:35:31,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 11:44:06,Log,0,True,"MEM","","61528552 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:44:08,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:44:09,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 11:44:54,Log,0,True,"MEM","","61050944 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:44:55,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:44:56,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 11:50:12,Log,0,True,"MEM","","66413840 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:50:13,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:50:14,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 11:50:51,Log,0,True,"MEM","","69578640 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:50:53,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:50:54,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 11:51:01,Log,0,True,"MEM","","73820856 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:51:03,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:51:03,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 11:52:23,Log,0,True,"MEM","","77504144 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:52:24,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:52:25,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 11:53:20,Critical,0,True,"Exception","","",0,"","","
  at System.Threading.Tasks.TaskCompletionSource`1[TResult].SetResult (TResult result) [0x00009] in <7e245310982d494cbecbfaba9a70fd6f>:0 
  at StoreCheck.Pages.NewArticleView.saveToolbarItem_Activated (System.Object sender, System.EventArgs e) [0x001b3] in <6d48727c868c469d8253487798e1aa3c>:0 

mscorlib","TXT","","","","","",-1,
0,12-01-21 11:53:29,Log,0,True,"MEM","","80480488 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 11:53:30,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 11:53:31,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 12:15:00,Log,0,True,"MEM","","94344768 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 12:15:02,Log,0,True,"MENU Intervention","","SLIM",0,"","","","","","","","","",-1,
0,12-01-21 12:15:03,Log,0,True,"","","ctor StoreCheck.Pages.SLIMPage",0,"","","","","","","","","",-1,
0,12-01-21 12:23:56,Log,0,True,"MEM","","98120424 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 12:25:43,Log,0,True,"MENU Intervention","","validate",0,"","","","","","","","","",-1,
0,12-01-21 12:26:10,Log,0,True,"MEM","","98790416 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 12:26:12,Info,0,True,"","","SyncDataWithWeb(NC)",0,"","","","","","","","","",-1,
0,12-01-21 12:26:17,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 12:26:18,Log,0,True,"","","SyncDocuments - /Documents/List/12.01.2021 11:06/105 - dwnl 0 items in 0,144482 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:26:19,Log,0,False,"","","Documents 12 
",0,"","","","","","","","","",-1,
0,12-01-21 12:26:45,Error,0,True,"","","SyncInterventions - /Interventions/ListInt/01.01.0001 00:00/105 - Unable to read data from the transport connection: Connection reset by peer. ",0,"","","","","","","","","",-1,
0,12-01-21 12:26:46,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 12:27:55,Log,0,True,"MENU","","interventions",0,"","","","","","","","","",-1,
0,12-01-21 12:27:56,Log,0,True,"","","ctor StoreCheck.Pages.StoreListPage",0,"","","","","","","","","",-1,
0,12-01-21 12:28:08,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 12:30:48,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 12:30:52,Info,0,True,"","","SyncDataWithWeb(NC)",0,"","","","","","","","","",-1,
0,12-01-21 12:30:54,Log,0,True,"DATA","","SelectedStore PK=1594 (Magasin_CE)",0,"","","","","","","","","",-1,
0,12-01-21 12:30:55,Log,0,True,"DATA","","SelectedIntervention PK=1322 (1322 Inconnu 1594)",0,"","","","","","","","","",-1,
0,12-01-21 12:30:56,Log,0,True,"","","ctor StoreCheck.Pages.StorePage",0,"","","","","","","","","",-1,
0,12-01-21 12:30:57,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 12:30:58,Log,0,True,"","","SyncDocuments - /Documents/List/12.01.2021 11:06/105 - dwnl 0 items in 0,284426 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:30:58,Log,0,False,"","","Documents 12 
",0,"","","","","","","","","",-1,
0,12-01-21 12:31:36,Log,0,True,"","","SyncInterventions - /Interventions/ListInt/01.01.0001 00:00/105 - dwnl 103 items in 37,203781 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:31:36,Log,0,False,"","","Interventions 103 
",0,"","","","","","","","","",-1,
0,12-01-21 12:31:38,Log,0,True,"","","SyncStores - /Store/List/01.01.0001 00:00 - dwnl 1652 items in 1,509983 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:31:38,Log,0,False,"","","Stores 1652 
",0,"","","","","","","","","",-1,
0,12-01-21 12:31:39,Log,0,True,"","","SyncArticles - /Articles/List/01.01.0001 00:00 - dwnl 875 items in 0,878931 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:31:40,Log,0,False,"","","Articles 875 
",0,"","","","","","","","","",-1,
0,12-01-21 12:31:40,Log,0,True,"","","SyncFamilies - /Familles/List/01.01.0001 00:00 - dwnl 230 items in 0,599385 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:31:43,Log,0,True,"ws","","Save in 2,783355 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:31:44,Log,0,False,"","","Families 230 
",0,"","","","","","","","","",-1,
0,12-01-21 12:31:45,Log,0,False,"","","Save local data ... 
",0,"","","","","","","","","",-1,
0,12-01-21 12:31:45,Log,0,True,"ws","","Sync in 52,836389 sec",0,"","","","","","","","","",-1,
0,12-01-21 12:31:46,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 12:31:49,Log,0,True,"","","ctor StoreCheck.Pages.ContactPage",0,"","","","","","","","","",-1,
0,12-01-21 12:32:46,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 12:42:48,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 12:44:49,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 12:49:37,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 12:51:24,Log,0,True,"DATA","","SelectedStore PK=1594 (Magasin_CE)",0,"","","","","","","","","",-1,
0,12-01-21 12:51:24,Log,0,True,"","","ctor StoreCheck.Pages.StorePage",0,"","","","","","","","","",-1,
0,12-01-21 12:51:30,Log,0,True,"","","ctor ZPF.PhotosPage",0,"","","","","","","","","",-1,
0,12-01-21 12:51:31,Log,0,True,"","","ctor StoreCheck.Pages.InterventionPage",0,"","","","","","","","","",-1,
0,12-01-21 12:51:33,Log,0,True,"MEM","","97639368 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 12:51:34,Log,0,True,"MEM","","98497208 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 12:51:36,Log,0,True,"MENU Intervention","","arrived",0,"","","","","","","","","",-1,
0,12-01-21 12:51:38,Log,0,True,"MEM","","98386688 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 12:51:44,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 12:52:33,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 12:52:34,Log,0,True,"MEM","","94913344 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 12:52:41,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 12:52:42,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 13:01:06,Log,0,True,"MEM","","115671600 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:01:07,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 13:01:08,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 13:10:02,Log,0,True,"MEM","","124166696 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:10:05,Log,0,True,"","","ctor ZPF.PhotosPage",0,"","","","","","","","","",-1,
0,12-01-21 13:10:05,Log,0,True,"","","ctor StoreCheck.Pages.InterventionPage",0,"","","","","","","","","",-1,
0,12-01-21 13:10:07,Log,0,True,"MEM","","124853376 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:10:08,Log,0,True,"MEM","","124582464 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:10:10,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 13:10:10,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 13:16:22,Log,0,True,"MEM","","132735384 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:16:24,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 13:16:24,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 13:17:35,Log,0,True,"MEM","","135910192 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:17:36,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 13:17:37,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 13:24:25,Log,0,True,"MEM","","149582000 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:24:26,Log,0,True,"MENU Intervention","","shelf",0,"","","","","","","","","",-1,
0,12-01-21 13:24:27,Log,0,True,"","","ctor StoreCheck.Pages.ShelfInventoryPage",0,"","","","","","","","","",-1,
0,12-01-21 13:31:54,Log,0,True,"MEM","","154553712 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:31:57,Log,0,True,"MENU Intervention","","SLIM",0,"","","","","","","","","",-1,
0,12-01-21 13:31:57,Log,0,True,"","","ctor StoreCheck.Pages.SLIMPage",0,"","","","","","","","","",-1,
0,12-01-21 13:37:35,Log,0,True,"MEM","","158288976 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:37:40,Log,0,True,"MENU Intervention","","validate",0,"","","","","","","","","",-1,
0,12-01-21 13:37:47,Log,0,True,"MEM","","160865888 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:37:50,Info,0,True,"","","SyncDataWithWeb(NC)",0,"","","","","","","","","",-1,
0,12-01-21 13:37:53,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 13:37:54,Log,0,True,"","","SyncDocuments - /Documents/List/12.01.2021 12:31/105 - dwnl 0 items in 0,166922 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:37:55,Log,0,False,"","","Documents 12 
",0,"","","","","","","","","",-1,
0,12-01-21 13:38:08,Log,0,True,"","","SyncInterventions - /Interventions/ListInt/01.01.0001 00:00/105 - dwnl 103 items in 12,895049 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:38:08,Log,0,False,"","","Interventions 103 
",0,"","","","","","","","","",-1,
0,12-01-21 13:38:10,Log,0,True,"","","SyncStores - /Store/List/01.01.0001 00:00 - dwnl 1652 items in 1,442244 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:38:10,Log,0,False,"","","Stores 1652 
",0,"","","","","","","","","",-1,
0,12-01-21 13:38:11,Log,0,True,"","","SyncArticles - /Articles/List/01.01.0001 00:00 - dwnl 875 items in 0,864057 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:38:12,Log,0,False,"","","Articles 875 
",0,"","","","","","","","","",-1,
0,12-01-21 13:38:12,Log,0,True,"","","SyncFamilies - /Familles/List/01.01.0001 00:00 - dwnl 230 items in 0,613939 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:38:15,Log,0,True,"ws","","Save in 2,806389 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:38:16,Log,0,False,"","","Families 230 
",0,"","","","","","","","","",-1,
0,12-01-21 13:38:17,Log,0,False,"","","Save local data ... 
",0,"","","","","","","","","",-1,
0,12-01-21 13:38:17,Log,0,True,"ws","","Sync in 27,610356 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:38:18,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 13:39:46,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 13:39:50,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 13:40:01,Log,0,True,"DATA","","SelectedStore PK=1762 (Magasin_CE)",0,"","","","","","","","","",-1,
0,12-01-21 13:40:02,Log,0,True,"DATA","","SelectedIntervention PK=1485 (1485 Inconnu 1762)",0,"","","","","","","","","",-1,
0,12-01-21 13:40:02,Log,0,True,"","","ctor StoreCheck.Pages.StorePage",0,"","","","","","","","","",-1,
0,12-01-21 13:40:05,Log,0,True,"","","ctor StoreCheck.Pages.ContactPage",0,"","","","","","","","","",-1,
0,12-01-21 13:40:39,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 13:42:45,Log,0,True,"","","----------------------------------------",0,"","","","","","","","","",-1,
0,12-01-21 13:42:46,Log,0,True,"","","12-01-21 13:42:46",0,"","","","","","","","","",-1,
0,12-01-21 13:42:47,Log,0,True,"","","StoreCheck 1.1.0.64",0,"","","","","","","","","",-1,
0,12-01-21 13:42:48,Log,0,True,"","","Unitech - EA502 / Android 7.1.1 ",0,"","","","","","","","","",-1,
0,12-01-21 13:42:48,Log,0,True,"","","MainViewModel()",0,"","","","","","","","","",-1,
0,12-01-21 13:42:49,Log,0,True,"MEM","","5601912 bytes currently allocated in managed memory",0,"","","","","","","","","",-1,
0,12-01-21 13:42:50,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 13:42:51,Log,0,True,"","","App.OnStart()",0,"","","","","","","","","",-1,
0,12-01-21 13:42:53,Log,0,False,"","","Load Interventions ...",0,"","","","","","","","","",-1,
0,12-01-21 13:42:57,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 13:42:57,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 13:42:58,Log,0,False,"","","Load Documents ...",0,"","","","","","","","","",-1,
0,12-01-21 13:42:59,Log,0,False,"","","Load Stores ...",0,"","","","","","","","","",-1,
0,12-01-21 13:42:59,Log,0,False,"","","Load Articles ...",0,"","","","","","","","","",-1,
0,12-01-21 13:43:00,Log,0,False,"","","Load Families ...",0,"","","","","","","","","",-1,
0,12-01-21 13:43:01,Log,0,False,"","","",0,"","","","","","","","","",-1,
0,12-01-21 13:43:04,Log,0,True,"MENU","","interventions",0,"","","","","","","","","",-1,
0,12-01-21 13:43:05,Log,0,True,"","","ctor StoreCheck.Pages.StoreListPage",0,"","","","","","","","","",-1,
0,12-01-21 13:43:11,Log,0,True,"DATA","","SelectedStore PK=1331 (Magasin_CE)",0,"","","","","","","","","",-1,
0,12-01-21 13:43:12,Log,0,True,"DATA","","SelectedIntervention PK=1063 (1063 Inconnu 1331)",0,"","","","","","","","","",-1,
0,12-01-21 13:43:12,Log,0,True,"","","ctor StoreCheck.Pages.StorePage",0,"","","","","","","","","",-1,
0,12-01-21 13:43:15,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 13:43:55,Log,0,True,"","","App.OnResume()",0,"","","","","","","","","",-1,
0,12-01-21 13:44:04,Log,0,True,"MENU","","interventions",0,"","","","","","","","","",-1,
0,12-01-21 13:44:04,Log,0,True,"","","ctor StoreCheck.Pages.StoreListPage",0,"","","","","","","","","",-1,
0,12-01-21 13:44:12,Log,0,True,"","","ctor _HomePage",0,"","","","","","","","","",-1,
0,12-01-21 13:44:13,Log,0,True,"","","App.OnStart()",0,"","","","","","","","","",-1,
0,12-01-21 13:44:14,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 13:44:15,Log,0,True,"","","App.OnSleep()",0,"","","","","","","","","",-1,
0,12-01-21 13:45:05,Log,0,True,"","","ctor _HomePage",0,"","","","","","","","","",-1,
0,12-01-21 13:45:06,Log,0,True,"","","App.OnStart()",0,"","","","","","","","","",-1,
0,12-01-21 13:45:09,Log,0,True,"MENU","","interventions",0,"","","","","","","","","",-1,
0,12-01-21 13:45:10,Log,0,True,"","","ctor StoreCheck.Pages.StoreListPage",0,"","","","","","","","","",-1,
0,12-01-21 13:45:19,Info,0,True,"","","SyncDataWithWeb(NC)",0,"","","","","","","","","",-1,
0,12-01-21 13:45:23,Log,0,True,"AuditTrail","","Clean",0,"","","","","","","","","",-1,
0,12-01-21 13:45:24,Log,0,True,"","","SyncDocuments - /Documents/List/12.01.2021 13:38/105 - dwnl 0 items in 0,21437 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:45:25,Log,0,False,"","","Documents 12 
",0,"","","","","","","","","",-1,
0,12-01-21 13:45:42,Log,0,True,"","","SyncInterventions - /Interventions/ListInt/01.01.0001 00:00/105 - dwnl 103 items in 17,553455 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:45:43,Log,0,False,"","","Interventions 103 
",0,"","","","","","","","","",-1,
0,12-01-21 13:45:44,Log,0,True,"","","SyncStores - /Store/List/01.01.0001 00:00 - dwnl 1652 items in 1,321022 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:45:45,Log,0,False,"","","Stores 1652 
",0,"","","","","","","","","",-1,
0,12-01-21 13:45:45,Log,0,True,"","","SyncArticles - /Articles/List/01.01.0001 00:00 - dwnl 875 items in 0,781681 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:45:46,Log,0,False,"","","Articles 875 
",0,"","","","","","","","","",-1,
0,12-01-21 13:45:47,Log,0,True,"","","SyncFamilies - /Familles/List/01.01.0001 00:00 - dwnl 230 items in 0,607752 sec",0,"","","","","","","","","",-1,
0,12-01-21 13:45:50,Log,0,True,"ws","","Save in 2,851186 sec",0,"","","","","","","","","",-1,
